Entity,Code,Year,Crops - Oil palm fruit - 254 - Area harvested - 5312 - ha
Congo,COG,2011,11300
Congo,COG,2012,11500
Congo,COG,2013,11600
Congo,COG,2014,11627
Congo,COG,2015,11632
Congo,COG,2016,11672
Congo,COG,2017,11712
Congo,COG,2018,11752
Costa Rica,CRI,1961,1500
Costa Rica,CRI,1962,1900
Costa Rica,CRI,1963,3250
Costa Rica,CRI,1964,3250
Costa Rica,CRI,1965,3250
Costa Rica,CRI,1966,3220
Costa Rica,CRI,1967,3350
Costa Rica,CRI,1968,3600
Costa Rica,CRI,1969,4240
Costa Rica,CRI,1970,4600
Costa Rica,CRI,1971,5000
Costa Rica,CRI,1972,5000
Costa Rica,CRI,1973,7900
Costa Rica,CRI,1974,7900
Costa Rica,CRI,1975,7900
Costa Rica,CRI,1976,8100
Costa Rica,CRI,1977,8100
Costa Rica,CRI,1978,9800
Costa Rica,CRI,1979,11200
Costa Rica,CRI,1980,11000
Costa Rica,CRI,1981,12000
Costa Rica,CRI,1982,12300
Costa Rica,CRI,1983,14923
Costa Rica,CRI,1984,13831
Costa Rica,CRI,1985,13816
Costa Rica,CRI,1986,14290
Costa Rica,CRI,1987,16464
Costa Rica,CRI,1988,18657
Costa Rica,CRI,1989,20000
Costa Rica,CRI,1990,23183
Costa Rica,CRI,1991,23891
Costa Rica,CRI,1992,24600
Costa Rica,CRI,1993,26600
Costa Rica,CRI,1994,26652
Costa Rica,CRI,1995,28190
Costa Rica,CRI,1996,27239
Costa Rica,CRI,1997,26586
Costa Rica,CRI,1998,26455
Costa Rica,CRI,1999,37503
Costa Rica,CRI,2000,39790
Costa Rica,CRI,2001,39790
Costa Rica,CRI,2002,42480
Costa Rica,CRI,2003,43200
Costa Rica,CRI,2004,46600
Costa Rica,CRI,2005,50125
Costa Rica,CRI,2006,48406
Costa Rica,CRI,2007,48406
Costa Rica,CRI,2008,52600
Costa Rica,CRI,2009,55000
Costa Rica,CRI,2010,57000
Costa Rica,CRI,2011,60000
Costa Rica,CRI,2012,63500
Costa Rica,CRI,2013,74512
Costa Rica,CRI,2014,77750
Costa Rica,CRI,2015,69426
Costa Rica,CRI,2016,72456
Costa Rica,CRI,2017,76860
Costa Rica,CRI,2018,76910
Cote d'Ivoire,CIV,1961,45000
Cote d'Ivoire,CIV,1962,45000
Cote d'Ivoire,CIV,1963,45000
Cote d'Ivoire,CIV,1964,45000
Cote d'Ivoire,CIV,1965,45000
Cote d'Ivoire,CIV,1966,45000
Cote d'Ivoire,CIV,1967,45000
Cote d'Ivoire,CIV,1968,45000
Cote d'Ivoire,CIV,1969,45000
Cote d'Ivoire,CIV,1970,45000
Cote d'Ivoire,CIV,1971,50000
Cote d'Ivoire,CIV,1972,50810
Cote d'Ivoire,CIV,1973,59855
Cote d'Ivoire,CIV,1974,66502
Cote d'Ivoire,CIV,1975,69287
Cote d'Ivoire,CIV,1976,71693
Cote d'Ivoire,CIV,1977,74057
Cote d'Ivoire,CIV,1978,77362
Cote d'Ivoire,CIV,1979,80023
Cote d'Ivoire,CIV,1980,88134
Cote d'Ivoire,CIV,1981,91151
Cote d'Ivoire,CIV,1982,94626
Cote d'Ivoire,CIV,1983,90852
Cote d'Ivoire,CIV,1984,89601
Cote d'Ivoire,CIV,1985,90438
Cote d'Ivoire,CIV,1986,91033
Cote d'Ivoire,CIV,1987,89372
Cote d'Ivoire,CIV,1988,101885
Cote d'Ivoire,CIV,1989,102623
Cote d'Ivoire,CIV,1990,116202
Cote d'Ivoire,CIV,1991,130000
Cote d'Ivoire,CIV,1992,133965
Cote d'Ivoire,CIV,1993,133693
Cote d'Ivoire,CIV,1994,133706
Cote d'Ivoire,CIV,1995,133641
Cote d'Ivoire,CIV,1996,133000
Cote d'Ivoire,CIV,1997,134000
Cote d'Ivoire,CIV,1998,146500
Cote d'Ivoire,CIV,1999,158282
Cote d'Ivoire,CIV,2000,159000
Cote d'Ivoire,CIV,2001,163565
Cote d'Ivoire,CIV,2002,176297
Cote d'Ivoire,CIV,2003,171779
Cote d'Ivoire,CIV,2004,203031
Cote d'Ivoire,CIV,2005,197156
Cote d'Ivoire,CIV,2006,219233
Cote d'Ivoire,CIV,2007,203006
Cote d'Ivoire,CIV,2008,215000
Cote d'Ivoire,CIV,2009,245000
Cote d'Ivoire,CIV,2010,260000
Cote d'Ivoire,CIV,2011,265000
Cote d'Ivoire,CIV,2012,267000
Cote d'Ivoire,CIV,2013,270000
Cote d'Ivoire,CIV,2014,270000
Cote d'Ivoire,CIV,2015,274000
Cote d'Ivoire,CIV,2016,319201
Cote d'Ivoire,CIV,2017,353256
Cote d'Ivoire,CIV,2018,339459
Democratic Republic of Congo,COD,1961,229000
Democratic Republic of Congo,COD,1962,221000
Democratic Republic of Congo,COD,1963,207000
Democratic Republic of Congo,COD,1964,188000
Democratic Republic of Congo,COD,1965,143000
Democratic Republic of Congo,COD,1966,145000
Democratic Republic of Congo,COD,1967,171000
Democratic Republic of Congo,COD,1968,220000
Democratic Republic of Congo,COD,1969,222700
Democratic Republic of Congo,COD,1970,214500
Democratic Republic of Congo,COD,1971,205400
Democratic Republic of Congo,COD,1972,196600
Democratic Republic of Congo,COD,1973,185600
Democratic Republic of Congo,COD,1974,176700
Democratic Republic of Congo,COD,1975,173300
Democratic Republic of Congo,COD,1976,167400
Democratic Republic of Congo,COD,1977,166000
Democratic Republic of Congo,COD,1978,164200
Democratic Republic of Congo,COD,1979,179500
Democratic Republic of Congo,COD,1980,184400
Democratic Republic of Congo,COD,1981,189700
Democratic Republic of Congo,COD,1982,195200
Democratic Republic of Congo,COD,1983,201000
Democratic Republic of Congo,COD,1984,206400
Democratic Republic of Congo,COD,1985,211100
Democratic Republic of Congo,COD,1986,215900
Democratic Republic of Congo,COD,1987,220810
Democratic Republic of Congo,COD,1988,225830
Democratic Republic of Congo,COD,1989,230960
Democratic Republic of Congo,COD,1990,232120
Democratic Republic of Congo,COD,1991,233350
Democratic Republic of Congo,COD,1992,235000
Democratic Republic of Congo,COD,1993,236000
Democratic Republic of Congo,COD,1994,237000
Democratic Republic of Congo,COD,1995,238000
Democratic Republic of Congo,COD,1996,239000
Democratic Republic of Congo,COD,1997,220000
Democratic Republic of Congo,COD,1998,210000
Democratic Republic of Congo,COD,1999,200000
Democratic Republic of Congo,COD,2000,200000
Democratic Republic of Congo,COD,2001,180000
Democratic Republic of Congo,COD,2002,170000
Democratic Republic of Congo,COD,2003,160000
Democratic Republic of Congo,COD,2004,159581
Democratic Republic of Congo,COD,2005,161605
Democratic Republic of Congo,COD,2006,169654
Democratic Republic of Congo,COD,2007,172000
Democratic Republic of Congo,COD,2008,175000
Democratic Republic of Congo,COD,2009,177000
Democratic Republic of Congo,COD,2010,178316
Democratic Republic of Congo,COD,2011,176809
Democratic Republic of Congo,COD,2012,176913
Democratic Republic of Congo,COD,2013,177591
Democratic Republic of Congo,COD,2014,177805
Democratic Republic of Congo,COD,2015,178479
Democratic Republic of Congo,COD,2016,179580
Democratic Republic of Congo,COD,2017,180171
Democratic Republic of Congo,COD,2018,180776
Dominican Republic,DOM,1989,1000
Dominican Republic,DOM,1990,3000
Dominican Republic,DOM,1991,5000
Dominican Republic,DOM,1992,6000
Dominican Republic,DOM,1993,8000
Dominican Republic,DOM,1994,9000
Dominican Republic,DOM,1995,9000
Dominican Republic,DOM,1996,9000
Dominican Republic,DOM,1997,8935
Dominican Republic,DOM,1998,11747
Dominican Republic,DOM,1999,12553
Dominican Republic,DOM,2000,13527
Dominican Republic,DOM,2001,14507
Dominican Republic,DOM,2002,15492
Dominican Republic,DOM,2003,16481
Dominican Republic,DOM,2004,17475
Dominican Republic,DOM,2005,18475
Dominican Republic,DOM,2006,19480
Dominican Republic,DOM,2007,20490
Dominican Republic,DOM,2008,21506
Dominican Republic,DOM,2009,22526
Dominican Republic,DOM,2010,23551
Dominican Republic,DOM,2011,24582
Dominican Republic,DOM,2012,25618
Dominican Republic,DOM,2013,26660
Dominican Republic,DOM,2014,27570
Dominican Republic,DOM,2015,28528
Dominican Republic,DOM,2016,29445
Dominican Republic,DOM,2017,30434
Dominican Republic,DOM,2018,31446
Eastern Africa,,1961,1900
Eastern Africa,,1962,2800
Eastern Africa,,1963,2550
Eastern Africa,,1964,2550
Eastern Africa,,1965,2000
Eastern Africa,,1966,2000
Eastern Africa,,1967,2000
Eastern Africa,,1968,2100
Eastern Africa,,1969,2300
Eastern Africa,,1970,2400
Eastern Africa,,1971,5200
Eastern Africa,,1972,5100
Eastern Africa,,1973,5550
Eastern Africa,,1974,5450
Eastern Africa,,1975,6500
Eastern Africa,,1976,6200
Eastern Africa,,1977,6300
Eastern Africa,,1978,6700
Eastern Africa,,1979,6300
Eastern Africa,,1980,6500
Eastern Africa,,1981,6500
Eastern Africa,,1982,6750
Eastern Africa,,1983,6750
Eastern Africa,,1984,6750
Eastern Africa,,1985,6800
Eastern Africa,,1986,7000
Eastern Africa,,1987,7000
Eastern Africa,,1988,7000
Eastern Africa,,1989,7350
Eastern Africa,,1990,7400
Eastern Africa,,1991,7400
Eastern Africa,,1992,7500
Eastern Africa,,1993,7550
Eastern Africa,,1994,7450
Eastern Africa,,1995,7450
Eastern Africa,,1996,7450
Eastern Africa,,1997,7450
Eastern Africa,,1998,7550
Eastern Africa,,1999,7550
Eastern Africa,,2000,7500
Eastern Africa,,2001,7250
Eastern Africa,,2002,7400
Eastern Africa,,2003,7800
Eastern Africa,,2004,8300
Eastern Africa,,2005,9600
Eastern Africa,,2006,11800
Eastern Africa,,2007,14800
Eastern Africa,,2008,15810
Eastern Africa,,2009,15310
Eastern Africa,,2010,15020
Eastern Africa,,2011,13820
Eastern Africa,,2012,14250
Eastern Africa,,2013,14950
Eastern Africa,,2014,15599
Eastern Africa,,2015,15708
Eastern Africa,,2016,15936
Eastern Africa,,2017,16048
Eastern Africa,,2018,16081
Eastern Asia,,1985,55000
Eastern Asia,,1986,53000
Eastern Asia,,1987,50500
Eastern Asia,,1988,50500
Eastern Asia,,1989,47000
Eastern Asia,,1990,43000
Eastern Asia,,1991,41000
Eastern Asia,,1992,41000
Eastern Asia,,1993,41000
Eastern Asia,,1994,41000
Eastern Asia,,1995,41000
Eastern Asia,,1996,42000
Eastern Asia,,1997,42000
Eastern Asia,,1998,43000
Eastern Asia,,1999,43000
Eastern Asia,,2000,45000
Eastern Asia,,2001,47000
Eastern Asia,,2002,47000
Eastern Asia,,2003,47000
Eastern Asia,,2004,47000
Eastern Asia,,2005,47000
Eastern Asia,,2006,45000
Eastern Asia,,2007,48000
Eastern Asia,,2008,48000
Eastern Asia,,2009,50000
Eastern Asia,,2010,47000
Eastern Asia,,2011,48000
Eastern Asia,,2012,49000
Eastern Asia,,2013,50000
Eastern Asia,,2014,50807
Eastern Asia,,2015,50425
Eastern Asia,,2016,51063
Eastern Asia,,2017,51560
Eastern Asia,,2018,52018
Ecuador,ECU,1961,28000
Ecuador,ECU,1962,30000
Ecuador,ECU,1963,30000
Ecuador,ECU,1964,32000
Ecuador,ECU,1965,38000
Ecuador,ECU,1966,34000
Ecuador,ECU,1967,42000
Ecuador,ECU,1968,50000
Ecuador,ECU,1969,33000
Ecuador,ECU,1970,25000
Ecuador,ECU,1971,36000
Ecuador,ECU,1972,33000
Ecuador,ECU,1973,27000
Ecuador,ECU,1974,14000
Ecuador,ECU,1975,14750
Ecuador,ECU,1976,18750
Ecuador,ECU,1977,14263
Ecuador,ECU,1978,26150
Ecuador,ECU,1979,17642
Ecuador,ECU,1980,25674
Ecuador,ECU,1981,26000
Ecuador,ECU,1982,26799
Ecuador,ECU,1983,28538
Ecuador,ECU,1984,29195
Ecuador,ECU,1985,34244
Ecuador,ECU,1986,44000
Ecuador,ECU,1987,48100
Ecuador,ECU,1988,52520
Ecuador,ECU,1989,55360
Ecuador,ECU,1990,58560
Ecuador,ECU,1991,56190
Ecuador,ECU,1992,65350
Ecuador,ECU,1993,65380
Ecuador,ECU,1994,86410
Ecuador,ECU,1995,91010
Ecuador,ECU,1996,90890
Ecuador,ECU,1997,95980
Ecuador,ECU,1998,96000
Ecuador,ECU,1999,90000
Ecuador,ECU,2000,113686
Ecuador,ECU,2001,125000
Ecuador,ECU,2002,145000
Ecuador,ECU,2003,146000
Ecuador,ECU,2004,123158
Ecuador,ECU,2005,140561
Ecuador,ECU,2006,143348
Ecuador,ECU,2007,145255
Ecuador,ECU,2008,149501
Ecuador,ECU,2009,195550
Ecuador,ECU,2010,193502
Ecuador,ECU,2011,202651
Ecuador,ECU,2012,198578
Ecuador,ECU,2013,218833
Ecuador,ECU,2014,272011
Ecuador,ECU,2015,290343
Ecuador,ECU,2016,263839
Ecuador,ECU,2017,260292
Ecuador,ECU,2018,223962
Equatorial Guinea,GNQ,1961,2300
Equatorial Guinea,GNQ,1962,2400
Equatorial Guinea,GNQ,1963,2500
Equatorial Guinea,GNQ,1964,3000
Equatorial Guinea,GNQ,1965,3000
Equatorial Guinea,GNQ,1966,3000
Equatorial Guinea,GNQ,1967,3000
Equatorial Guinea,GNQ,1968,3000
Equatorial Guinea,GNQ,1969,3000
Equatorial Guinea,GNQ,1970,3000
Equatorial Guinea,GNQ,1971,3000
Equatorial Guinea,GNQ,1972,3100
Equatorial Guinea,GNQ,1973,3100
Equatorial Guinea,GNQ,1974,3100
Equatorial Guinea,GNQ,1975,3100
Equatorial Guinea,GNQ,1976,3500
Equatorial Guinea,GNQ,1977,3500
Equatorial Guinea,GNQ,1978,3500
Equatorial Guinea,GNQ,1979,3500
Equatorial Guinea,GNQ,1980,3700
Equatorial Guinea,GNQ,1981,3700
Equatorial Guinea,GNQ,1982,3700
Equatorial Guinea,GNQ,1983,3700
Equatorial Guinea,GNQ,1984,3700
Equatorial Guinea,GNQ,1985,3700
Equatorial Guinea,GNQ,1986,3700
Equatorial Guinea,GNQ,1987,3700
Equatorial Guinea,GNQ,1988,3700
Equatorial Guinea,GNQ,1989,3700
Equatorial Guinea,GNQ,1990,3700
Equatorial Guinea,GNQ,1991,3700
Equatorial Guinea,GNQ,1992,3700
Equatorial Guinea,GNQ,1993,3700
Equatorial Guinea,GNQ,1994,3600
Equatorial Guinea,GNQ,1995,3600
Equatorial Guinea,GNQ,1996,3600
Equatorial Guinea,GNQ,1997,3500
Equatorial Guinea,GNQ,1998,3400
Equatorial Guinea,GNQ,1999,3500
Equatorial Guinea,GNQ,2000,3500
Equatorial Guinea,GNQ,2001,3500
Equatorial Guinea,GNQ,2002,3500
Equatorial Guinea,GNQ,2003,3500
Equatorial Guinea,GNQ,2004,3500
Equatorial Guinea,GNQ,2005,3500
Equatorial Guinea,GNQ,2006,3500
Equatorial Guinea,GNQ,2007,3500
Equatorial Guinea,GNQ,2008,3500
Equatorial Guinea,GNQ,2009,3500
Equatorial Guinea,GNQ,2010,3500
Equatorial Guinea,GNQ,2011,3500
Equatorial Guinea,GNQ,2012,3500
Equatorial Guinea,GNQ,2013,3500
Equatorial Guinea,GNQ,2014,3515
Equatorial Guinea,GNQ,2015,3515
Equatorial Guinea,GNQ,2016,3513
Equatorial Guinea,GNQ,2017,3515
Equatorial Guinea,GNQ,2018,3516
Gabon,GAB,1961,1600
Gabon,GAB,1962,1600
Gabon,GAB,1963,1600
Gabon,GAB,1964,2100
Gabon,GAB,1965,2200
Gabon,GAB,1966,2100
Gabon,GAB,1967,2100
Gabon,GAB,1968,2100
Gabon,GAB,1969,2100
Gabon,GAB,1970,2100
Gabon,GAB,1971,2100
Gabon,GAB,1972,2100
Gabon,GAB,1973,2100
Gabon,GAB,1974,2100
Gabon,GAB,1975,2000
Gabon,GAB,1976,2000
Gabon,GAB,1977,1600
Gabon,GAB,1978,1600
Gabon,GAB,1979,1600
Gabon,GAB,1980,2000
Gabon,GAB,1981,2000
Gabon,GAB,1982,2000
Gabon,GAB,1983,2400
Gabon,GAB,1984,2500
Gabon,GAB,1985,2500
Gabon,GAB,1986,2600
Gabon,GAB,1987,2600
Gabon,GAB,1988,2600
Gabon,GAB,1989,2000
Gabon,GAB,1990,2400
Gabon,GAB,1991,3500
Gabon,GAB,1992,3500
Gabon,GAB,1993,4000
Gabon,GAB,1994,4000
Gabon,GAB,1995,4000
Gabon,GAB,1996,4000
Gabon,GAB,1997,4000
Gabon,GAB,1998,4000
Gabon,GAB,1999,4000
Gabon,GAB,2000,4000
Gabon,GAB,2001,4000
Gabon,GAB,2002,4000
Gabon,GAB,2003,4000
Gabon,GAB,2004,4000
Gabon,GAB,2005,4000
Gabon,GAB,2006,4000
Gabon,GAB,2007,4200
Gabon,GAB,2008,4200
Gabon,GAB,2009,4200
Gabon,GAB,2010,4200
Gabon,GAB,2011,4200
Gabon,GAB,2012,4200
Gabon,GAB,2013,4200
Gabon,GAB,2014,4207
Gabon,GAB,2015,4572
Gabon,GAB,2016,4674
Gabon,GAB,2017,4783
Gabon,GAB,2018,4908
Gambia,GMB,1961,2500
Gambia,GMB,1962,2500
Gambia,GMB,1963,2500
Gambia,GMB,1964,2500
Gambia,GMB,1965,3000
Gambia,GMB,1966,3000
Gambia,GMB,1967,3000
Gambia,GMB,1968,3000
Gambia,GMB,1969,3000
Gambia,GMB,1970,3000
Gambia,GMB,1971,3000
Gambia,GMB,1972,3000
Gambia,GMB,1973,3000
Gambia,GMB,1974,3500
Gambia,GMB,1975,3500
Gambia,GMB,1976,4000
Gambia,GMB,1977,4000
Gambia,GMB,1978,3500
Gambia,GMB,1979,3500
Gambia,GMB,1980,3800
Gambia,GMB,1981,3800
Gambia,GMB,1982,3500
Gambia,GMB,1983,3500
Gambia,GMB,1984,3500
Gambia,GMB,1985,3500
Gambia,GMB,1986,3500
Gambia,GMB,1987,3500
Gambia,GMB,1988,3500
Gambia,GMB,1989,3500
Gambia,GMB,1990,3500
Gambia,GMB,1991,3500
Gambia,GMB,1992,3500
Gambia,GMB,1993,3500
Gambia,GMB,1994,3500
Gambia,GMB,1995,3500
Gambia,GMB,1996,3500
Gambia,GMB,1997,3500
Gambia,GMB,1998,3500
Gambia,GMB,1999,3500
Gambia,GMB,2000,3500
Gambia,GMB,2001,3500
Gambia,GMB,2002,3500
Gambia,GMB,2003,3500
Gambia,GMB,2004,3500
Gambia,GMB,2005,3500
Gambia,GMB,2006,3500
Gambia,GMB,2007,3600
Gambia,GMB,2008,3500
Gambia,GMB,2009,3500
Gambia,GMB,2010,3500
Gambia,GMB,2011,3500
Gambia,GMB,2012,3500
Gambia,GMB,2013,3500
Gambia,GMB,2014,3507
Gambia,GMB,2015,3509
Gambia,GMB,2016,3509
Gambia,GMB,2017,3510
Gambia,GMB,2018,3510
Ghana,GHA,1961,60000
Ghana,GHA,1962,60000
Ghana,GHA,1963,60000
Ghana,GHA,1964,85000
Ghana,GHA,1965,88900
Ghana,GHA,1966,89000
Ghana,GHA,1967,90900
Ghana,GHA,1968,100000
Ghana,GHA,1969,100000
Ghana,GHA,1970,110900
Ghana,GHA,1971,110900
Ghana,GHA,1972,113300
Ghana,GHA,1973,124600
Ghana,GHA,1974,146100
Ghana,GHA,1975,143700
Ghana,GHA,1976,143300
Ghana,GHA,1977,140000
Ghana,GHA,1978,150000
Ghana,GHA,1979,169900
Ghana,GHA,1980,145700
Ghana,GHA,1981,143300
Ghana,GHA,1982,143300
Ghana,GHA,1983,143300
Ghana,GHA,1984,123000
Ghana,GHA,1985,98000
Ghana,GHA,1986,100000
Ghana,GHA,1987,100000
Ghana,GHA,1988,110000
Ghana,GHA,1989,130000
Ghana,GHA,1990,130000
Ghana,GHA,1991,130000
Ghana,GHA,1992,135000
Ghana,GHA,1993,135000
Ghana,GHA,1994,135000
Ghana,GHA,1995,140000
Ghana,GHA,1996,150000
Ghana,GHA,1997,150000
Ghana,GHA,1998,160000
Ghana,GHA,1999,160000
Ghana,GHA,2000,160000
Ghana,GHA,2001,180000
Ghana,GHA,2002,180000
Ghana,GHA,2003,240000
Ghana,GHA,2004,317600
Ghana,GHA,2005,325200
Ghana,GHA,2006,333000
Ghana,GHA,2007,299900
Ghana,GHA,2008,337800
Ghana,GHA,2009,352800
Ghana,GHA,2010,360000
Ghana,GHA,2011,354577
Ghana,GHA,2012,387000
Ghana,GHA,2013,318760
Ghana,GHA,2014,349040
Ghana,GHA,2015,349040
Ghana,GHA,2016,349040
Ghana,GHA,2017,356140
Ghana,GHA,2018,370297
Guatemala,GTM,1983,2500
Guatemala,GTM,1984,2500
Guatemala,GTM,1985,2500
Guatemala,GTM,1986,4500
Guatemala,GTM,1987,4500
Guatemala,GTM,1988,3000
Guatemala,GTM,1989,3000
Guatemala,GTM,1990,5000
Guatemala,GTM,1991,7000
Guatemala,GTM,1992,7500
Guatemala,GTM,1993,9000
Guatemala,GTM,1994,10000
Guatemala,GTM,1995,12000
Guatemala,GTM,1996,15000
Guatemala,GTM,1997,16000
Guatemala,GTM,1998,17000
Guatemala,GTM,1999,19000
Guatemala,GTM,2000,21000
Guatemala,GTM,2001,23000
Guatemala,GTM,2002,24000
Guatemala,GTM,2003,25000
Guatemala,GTM,2004,26000
Guatemala,GTM,2005,27000
Guatemala,GTM,2006,45000
Guatemala,GTM,2007,48000
Guatemala,GTM,2008,50000
Guatemala,GTM,2009,52000
Guatemala,GTM,2010,59500
Guatemala,GTM,2011,70000
Guatemala,GTM,2012,90000
Guatemala,GTM,2013,105000
Guatemala,GTM,2014,120000
Guatemala,GTM,2015,145000
Guatemala,GTM,2016,150000
Guatemala,GTM,2017,169000
Guatemala,GTM,2018,177000
Guinea,GIN,1961,225000
Guinea,GIN,1962,225000
Guinea,GIN,1963,225000
Guinea,GIN,1964,225000
Guinea,GIN,1965,225000
Guinea,GIN,1966,225000
Guinea,GIN,1967,225000
Guinea,GIN,1968,225000
Guinea,GIN,1969,225000
Guinea,GIN,1970,225000
Guinea,GIN,1971,225000
Guinea,GIN,1972,225000
Guinea,GIN,1973,225000
Guinea,GIN,1974,225000
Guinea,GIN,1975,225000
Guinea,GIN,1976,225000
Guinea,GIN,1977,225000
Guinea,GIN,1978,225000
Guinea,GIN,1979,225000
Guinea,GIN,1980,225000
Guinea,GIN,1981,225000
Guinea,GIN,1982,225000
Guinea,GIN,1983,225000
Guinea,GIN,1984,225000
Guinea,GIN,1985,225000
Guinea,GIN,1986,225000
Guinea,GIN,1987,225000
Guinea,GIN,1988,230000
Guinea,GIN,1989,240000
Guinea,GIN,1990,250000
Guinea,GIN,1991,260000
Guinea,GIN,1992,285000
Guinea,GIN,1993,295000
Guinea,GIN,1994,300000
Guinea,GIN,1995,300000
Guinea,GIN,1996,310000
Guinea,GIN,1997,310000
Guinea,GIN,1998,310000
Guinea,GIN,1999,310000
Guinea,GIN,2000,310000
Guinea,GIN,2001,310000
Guinea,GIN,2002,310000
Guinea,GIN,2003,310000
Guinea,GIN,2004,310000
Guinea,GIN,2005,310000
Guinea,GIN,2006,310000
Guinea,GIN,2007,310000
Guinea,GIN,2008,310000
Guinea,GIN,2009,310000
Guinea,GIN,2010,310000
Guinea,GIN,2011,310000
Guinea,GIN,2012,310000
Guinea,GIN,2013,310000
Guinea,GIN,2014,310710
Guinea,GIN,2015,315213
Guinea,GIN,2016,315380
Guinea,GIN,2017,315897
Guinea,GIN,2018,316415
