Entity,Code,Year,Tonnes
Congo,COG,2007,25000
Congo,COG,2008,25106
Congo,COG,2009,25200
Congo,COG,2010,25450
Congo,COG,2011,25550
Congo,COG,2012,25850
Congo,COG,2013,25950
Congo,COG,2014,25940
Congo,COG,2015,26190
Congo,COG,2016,26210
Congo,COG,2017,26300
Congo,COG,2018,26390
Costa Rica,CRI,1961,4300
Costa Rica,CRI,1962,5300
Costa Rica,CRI,1963,9200
Costa Rica,CRI,1964,8900
Costa Rica,CRI,1965,9200
Costa Rica,CRI,1966,9100
Costa Rica,CRI,1967,9500
Costa Rica,CRI,1968,10200
Costa Rica,CRI,1969,12000
Costa Rica,CRI,1970,13000
Costa Rica,CRI,1971,14000
Costa Rica,CRI,1972,14000
Costa Rica,CRI,1973,22226
Costa Rica,CRI,1974,22000
Costa Rica,CRI,1975,22000
Costa Rica,CRI,1976,23000
Costa Rica,CRI,1977,23000
Costa Rica,CRI,1978,29600
Costa Rica,CRI,1979,30800
Costa Rica,CRI,1980,31300
Costa Rica,CRI,1981,37300
Costa Rica,CRI,1982,39900
Costa Rica,CRI,1983,43400
Costa Rica,CRI,1984,43196
Costa Rica,CRI,1985,35583
Costa Rica,CRI,1986,44681
Costa Rica,CRI,1987,47216
Costa Rica,CRI,1988,59246
Costa Rica,CRI,1989,72108
Costa Rica,CRI,1990,73178
Costa Rica,CRI,1991,76298
Costa Rica,CRI,1992,75155
Costa Rica,CRI,1993,84858
Costa Rica,CRI,1994,89457
Costa Rica,CRI,1995,93217
Costa Rica,CRI,1996,96789
Costa Rica,CRI,1997,101000
Costa Rica,CRI,1998,108586
Costa Rica,CRI,1999,108972
Costa Rica,CRI,2000,137051
Costa Rica,CRI,2001,149868
Costa Rica,CRI,2002,128400
Costa Rica,CRI,2003,131460
Costa Rica,CRI,2004,158700
Costa Rica,CRI,2005,179400
Costa Rica,CRI,2006,196300
Costa Rica,CRI,2007,189750
Costa Rica,CRI,2008,198536
Costa Rica,CRI,2009,206482
Costa Rica,CRI,2010,226734
Costa Rica,CRI,2011,241500
Costa Rica,CRI,2012,255588
Costa Rica,CRI,2013,299911
Costa Rica,CRI,2014,203413
Costa Rica,CRI,2015,187680
Costa Rica,CRI,2016,250573
Costa Rica,CRI,2017,252034
Costa Rica,CRI,2018,250194
Cote d'Ivoire,CIV,1961,14000
Cote d'Ivoire,CIV,1962,13000
Cote d'Ivoire,CIV,1963,15000
Cote d'Ivoire,CIV,1964,16000
Cote d'Ivoire,CIV,1965,18000
Cote d'Ivoire,CIV,1966,17000
Cote d'Ivoire,CIV,1967,20000
Cote d'Ivoire,CIV,1968,22000
Cote d'Ivoire,CIV,1969,28000
Cote d'Ivoire,CIV,1970,50000
Cote d'Ivoire,CIV,1971,61400
Cote d'Ivoire,CIV,1972,93400
Cote d'Ivoire,CIV,1973,99100
Cote d'Ivoire,CIV,1974,145900
Cote d'Ivoire,CIV,1975,153400
Cote d'Ivoire,CIV,1976,150600
Cote d'Ivoire,CIV,1977,133200
Cote d'Ivoire,CIV,1978,145500
Cote d'Ivoire,CIV,1979,131000
Cote d'Ivoire,CIV,1980,189100
Cote d'Ivoire,CIV,1981,153200
Cote d'Ivoire,CIV,1982,168800
Cote d'Ivoire,CIV,1983,168100
Cote d'Ivoire,CIV,1984,166632
Cote d'Ivoire,CIV,1985,160886
Cote d'Ivoire,CIV,1986,203232
Cote d'Ivoire,CIV,1987,212807
Cote d'Ivoire,CIV,1988,186542
Cote d'Ivoire,CIV,1989,193272
Cote d'Ivoire,CIV,1990,250188
Cote d'Ivoire,CIV,1991,255267
Cote d'Ivoire,CIV,1992,281108
Cote d'Ivoire,CIV,1993,274401
Cote d'Ivoire,CIV,1994,275887
Cote d'Ivoire,CIV,1995,267889
Cote d'Ivoire,CIV,1996,296948
Cote d'Ivoire,CIV,1997,248882
Cote d'Ivoire,CIV,1998,264403
Cote d'Ivoire,CIV,1999,284518
Cote d'Ivoire,CIV,2000,263213
Cote d'Ivoire,CIV,2001,219634
Cote d'Ivoire,CIV,2002,252289
Cote d'Ivoire,CIV,2003,225872
Cote d'Ivoire,CIV,2004,297534
Cote d'Ivoire,CIV,2005,236000
Cote d'Ivoire,CIV,2006,281000
Cote d'Ivoire,CIV,2007,288819
Cote d'Ivoire,CIV,2008,302033
Cote d'Ivoire,CIV,2009,345000
Cote d'Ivoire,CIV,2010,360000
Cote d'Ivoire,CIV,2011,371000
Cote d'Ivoire,CIV,2012,417770
Cote d'Ivoire,CIV,2013,395800
Cote d'Ivoire,CIV,2014,400000
Cote d'Ivoire,CIV,2015,408600
Cote d'Ivoire,CIV,2016,424000
Cote d'Ivoire,CIV,2017,445000
Cote d'Ivoire,CIV,2018,410000
Democratic Republic of Congo,COD,1961,224000
Democratic Republic of Congo,COD,1962,229000
Democratic Republic of Congo,COD,1963,223500
Democratic Republic of Congo,COD,1964,209300
Democratic Republic of Congo,COD,1965,162400
Democratic Republic of Congo,COD,1966,167600
Democratic Republic of Congo,COD,1967,203200
Democratic Republic of Congo,COD,1968,242200
Democratic Republic of Congo,COD,1969,245000
Democratic Republic of Congo,COD,1970,231700
Democratic Republic of Congo,COD,1971,220600
Democratic Republic of Congo,COD,1972,208000
Democratic Republic of Congo,COD,1973,194400
Democratic Republic of Congo,COD,1974,184400
Democratic Republic of Congo,COD,1975,181400
Democratic Republic of Congo,COD,1976,175400
Democratic Republic of Congo,COD,1977,173300
Democratic Republic of Congo,COD,1978,170900
Democratic Republic of Congo,COD,1979,170000
Democratic Republic of Congo,COD,1980,168300
Democratic Republic of Congo,COD,1981,165000
Democratic Republic of Congo,COD,1982,155000
Democratic Republic of Congo,COD,1983,145000
Democratic Republic of Congo,COD,1984,153000
Democratic Republic of Congo,COD,1985,160000
Democratic Republic of Congo,COD,1986,155000
Democratic Republic of Congo,COD,1987,165000
Democratic Republic of Congo,COD,1988,178000
Democratic Republic of Congo,COD,1989,178000
Democratic Republic of Congo,COD,1990,179000
Democratic Republic of Congo,COD,1991,180000
Democratic Republic of Congo,COD,1992,181000
Democratic Republic of Congo,COD,1993,182000
Democratic Republic of Congo,COD,1994,170520
Democratic Republic of Congo,COD,1995,195630
Democratic Republic of Congo,COD,1996,186120
Democratic Republic of Congo,COD,1997,167810
Democratic Republic of Congo,COD,1998,168830
Democratic Republic of Congo,COD,1999,168050
Democratic Republic of Congo,COD,2000,167640
Democratic Republic of Congo,COD,2001,167230
Democratic Republic of Congo,COD,2002,170000
Democratic Republic of Congo,COD,2003,175000
Democratic Republic of Congo,COD,2004,175000
Democratic Republic of Congo,COD,2005,175000
Democratic Republic of Congo,COD,2006,175000
Democratic Republic of Congo,COD,2007,182000
Democratic Republic of Congo,COD,2008,182000
Democratic Republic of Congo,COD,2009,185000
Democratic Republic of Congo,COD,2010,187000
Democratic Republic of Congo,COD,2011,280000
Democratic Republic of Congo,COD,2012,38000
Democratic Republic of Congo,COD,2013,45000
Democratic Republic of Congo,COD,2014,54000
Democratic Republic of Congo,COD,2015,68000
Democratic Republic of Congo,COD,2016,82000
Democratic Republic of Congo,COD,2017,93000
Democratic Republic of Congo,COD,2018,99000
Dominican Republic,DOM,1989,2600
Dominican Republic,DOM,1990,8800
Dominican Republic,DOM,1991,13200
Dominican Republic,DOM,1992,16300
Dominican Republic,DOM,1993,20000
Dominican Republic,DOM,1994,23000
Dominican Republic,DOM,1995,24000
Dominican Republic,DOM,1996,25000
Dominican Republic,DOM,1997,25000
Dominican Republic,DOM,1998,25000
Dominican Republic,DOM,1999,23500
Dominican Republic,DOM,2000,26000
Dominican Republic,DOM,2001,26000
Dominican Republic,DOM,2002,25200
Dominican Republic,DOM,2003,27000
Dominican Republic,DOM,2004,27600
Dominican Republic,DOM,2005,29000
Dominican Republic,DOM,2006,31000
Dominican Republic,DOM,2007,32000
Dominican Republic,DOM,2008,35000
Dominican Republic,DOM,2009,38000
Dominican Republic,DOM,2010,41000
Dominican Republic,DOM,2011,44000
Dominican Republic,DOM,2012,45000
Dominican Republic,DOM,2013,46000
Dominican Republic,DOM,2014,47000
Dominican Republic,DOM,2015,50000
Dominican Republic,DOM,2016,52000
Dominican Republic,DOM,2017,52000
Dominican Republic,DOM,2018,53000
Eastern Africa,,1961,1700
Eastern Africa,,1962,1800
Eastern Africa,,1963,1813
Eastern Africa,,1964,1800
Eastern Africa,,1965,1794
Eastern Africa,,1966,1885
Eastern Africa,,1967,1938
Eastern Africa,,1968,2454
Eastern Africa,,1969,3159
Eastern Africa,,1970,3320
Eastern Africa,,1971,3388
Eastern Africa,,1972,3240
Eastern Africa,,1973,4120
Eastern Africa,,1974,4285
Eastern Africa,,1975,6720
Eastern Africa,,1976,5055
Eastern Africa,,1977,6685
Eastern Africa,,1978,7500
Eastern Africa,,1979,7250
Eastern Africa,,1980,7085
Eastern Africa,,1981,7810
Eastern Africa,,1982,8700
Eastern Africa,,1983,8700
Eastern Africa,,1984,8800
Eastern Africa,,1985,9020
Eastern Africa,,1986,9220
Eastern Africa,,1987,9560
Eastern Africa,,1988,9940
Eastern Africa,,1989,9701
Eastern Africa,,1990,10531
Eastern Africa,,1991,10703
Eastern Africa,,1992,10852
Eastern Africa,,1993,11050
Eastern Africa,,1994,10335
Eastern Africa,,1995,10770
Eastern Africa,,1996,10730
Eastern Africa,,1997,10810
Eastern Africa,,1998,11030
Eastern Africa,,1999,11560
Eastern Africa,,2000,11400
Eastern Africa,,2001,11374
Eastern Africa,,2002,12612
Eastern Africa,,2003,13364
Eastern Africa,,2004,14165
Eastern Africa,,2005,15923
Eastern Africa,,2006,17132
Eastern Africa,,2007,21541
Eastern Africa,,2008,23078
Eastern Africa,,2009,22638
Eastern Africa,,2010,23868
Eastern Africa,,2011,22389
Eastern Africa,,2012,22873
Eastern Africa,,2013,28628
Eastern Africa,,2014,31307
Eastern Africa,,2015,29279
Eastern Africa,,2016,31901
Eastern Africa,,2017,29857
Eastern Africa,,2018,29878
Eastern Asia,,1961,40000
Eastern Asia,,1962,40000
Eastern Asia,,1963,40000
Eastern Asia,,1964,40000
Eastern Asia,,1965,40000
Eastern Asia,,1966,60000
Eastern Asia,,1967,72000
Eastern Asia,,1968,88000
Eastern Asia,,1969,100000
Eastern Asia,,1970,112000
Eastern Asia,,1971,128000
Eastern Asia,,1972,148000
Eastern Asia,,1973,152000
Eastern Asia,,1974,156000
Eastern Asia,,1975,156000
Eastern Asia,,1976,164000
Eastern Asia,,1977,160000
Eastern Asia,,1978,168000
Eastern Asia,,1979,172000
Eastern Asia,,1980,160000
Eastern Asia,,1981,164000
Eastern Asia,,1982,180000
Eastern Asia,,1983,188000
Eastern Asia,,1984,184000
Eastern Asia,,1985,240000
Eastern Asia,,1986,240000
Eastern Asia,,1987,223000
Eastern Asia,,1988,213000
Eastern Asia,,1989,203000
Eastern Asia,,1990,180000
Eastern Asia,,1991,184628
Eastern Asia,,1992,192000
Eastern Asia,,1993,200000
Eastern Asia,,1994,211948
Eastern Asia,,1995,220822
Eastern Asia,,1996,202000
Eastern Asia,,1997,205000
Eastern Asia,,1998,207000
Eastern Asia,,1999,210000
Eastern Asia,,2000,213000
Eastern Asia,,2001,217000
Eastern Asia,,2002,220000
Eastern Asia,,2003,223000
Eastern Asia,,2004,225000
Eastern Asia,,2005,248020
Eastern Asia,,2006,217000
Eastern Asia,,2007,221000
Eastern Asia,,2008,225000
Eastern Asia,,2009,230000
Eastern Asia,,2010,225000
Eastern Asia,,2011,220000
Eastern Asia,,2012,225000
Eastern Asia,,2013,230000
Eastern Asia,,2014,232615
Eastern Asia,,2015,230649
Eastern Asia,,2016,230252
Eastern Asia,,2017,230468
Eastern Asia,,2018,230500
Eastern Europe,,2017,454
Eastern Europe,,2018,450
Ecuador,ECU,1961,30000
Ecuador,ECU,1962,32000
Ecuador,ECU,1963,32000
Ecuador,ECU,1964,34000
Ecuador,ECU,1965,40000
Ecuador,ECU,1966,37000
Ecuador,ECU,1967,45000
Ecuador,ECU,1968,50000
Ecuador,ECU,1969,35000
Ecuador,ECU,1970,27000
Ecuador,ECU,1971,38000
Ecuador,ECU,1972,36000
Ecuador,ECU,1973,29800
Ecuador,ECU,1974,11007
Ecuador,ECU,1975,14186
Ecuador,ECU,1976,15288
Ecuador,ECU,1977,25000
Ecuador,ECU,1978,28000
Ecuador,ECU,1979,31000
Ecuador,ECU,1980,37300
Ecuador,ECU,1981,43700
Ecuador,ECU,1982,56000
Ecuador,ECU,1983,64000
Ecuador,ECU,1984,67000
Ecuador,ECU,1985,82000
Ecuador,ECU,1986,118000
Ecuador,ECU,1987,123779
Ecuador,ECU,1988,121347
Ecuador,ECU,1989,162570
Ecuador,ECU,1990,150425
Ecuador,ECU,1991,160618
Ecuador,ECU,1992,166271
Ecuador,ECU,1993,170502
Ecuador,ECU,1994,194668
Ecuador,ECU,1995,179933
Ecuador,ECU,1996,187755
Ecuador,ECU,1997,243556
Ecuador,ECU,1998,269642
Ecuador,ECU,1999,164045
Ecuador,ECU,2000,217864
Ecuador,ECU,2001,227830
Ecuador,ECU,2002,263252
Ecuador,ECU,2003,220945
Ecuador,ECU,2004,261237
Ecuador,ECU,2005,290568
Ecuador,ECU,2006,291000
Ecuador,ECU,2007,295000
Ecuador,ECU,2008,312000
Ecuador,ECU,2009,328000
Ecuador,ECU,2010,400000
Ecuador,ECU,2011,300000
Ecuador,ECU,2012,325000
Ecuador,ECU,2013,495000
Ecuador,ECU,2014,490000
Ecuador,ECU,2015,535000
Ecuador,ECU,2016,587000
Ecuador,ECU,2017,570000
Ecuador,ECU,2018,560000
Equatorial Guinea,GNQ,1961,3100
Equatorial Guinea,GNQ,1962,3300
Equatorial Guinea,GNQ,1963,3100
Equatorial Guinea,GNQ,1964,3209
Equatorial Guinea,GNQ,1965,3783
Equatorial Guinea,GNQ,1966,4000
Equatorial Guinea,GNQ,1967,4000
Equatorial Guinea,GNQ,1968,4000
Equatorial Guinea,GNQ,1969,4000
Equatorial Guinea,GNQ,1970,4000
Equatorial Guinea,GNQ,1971,4000
Equatorial Guinea,GNQ,1972,4100
Equatorial Guinea,GNQ,1973,4200
Equatorial Guinea,GNQ,1974,4300
Equatorial Guinea,GNQ,1975,4200
Equatorial Guinea,GNQ,1976,4500
Equatorial Guinea,GNQ,1977,4600
Equatorial Guinea,GNQ,1978,4700
Equatorial Guinea,GNQ,1979,4700
Equatorial Guinea,GNQ,1980,4800
Equatorial Guinea,GNQ,1981,4800
Equatorial Guinea,GNQ,1982,4900
Equatorial Guinea,GNQ,1983,5000
Equatorial Guinea,GNQ,1984,5200
Equatorial Guinea,GNQ,1985,5000
Equatorial Guinea,GNQ,1986,5000
Equatorial Guinea,GNQ,1987,5000
Equatorial Guinea,GNQ,1988,5000
Equatorial Guinea,GNQ,1989,5000
Equatorial Guinea,GNQ,1990,5370
Equatorial Guinea,GNQ,1991,4704
Equatorial Guinea,GNQ,1992,4900
Equatorial Guinea,GNQ,1993,4800
Equatorial Guinea,GNQ,1994,4700
Equatorial Guinea,GNQ,1995,4500
Equatorial Guinea,GNQ,1996,4600
Equatorial Guinea,GNQ,1997,4400
Equatorial Guinea,GNQ,1998,4300
Equatorial Guinea,GNQ,1999,4500
Equatorial Guinea,GNQ,2000,4551
Equatorial Guinea,GNQ,2001,4570
Equatorial Guinea,GNQ,2002,4807
Equatorial Guinea,GNQ,2003,4921
Equatorial Guinea,GNQ,2004,5102
Equatorial Guinea,GNQ,2005,5265
Equatorial Guinea,GNQ,2006,5479
Equatorial Guinea,GNQ,2007,5992
Equatorial Guinea,GNQ,2008,6017
Equatorial Guinea,GNQ,2009,5250
Equatorial Guinea,GNQ,2010,5000
Equatorial Guinea,GNQ,2011,5000
Equatorial Guinea,GNQ,2012,5500
Equatorial Guinea,GNQ,2013,5500
Equatorial Guinea,GNQ,2014,5494
Equatorial Guinea,GNQ,2015,5444
Equatorial Guinea,GNQ,2016,5480
Equatorial Guinea,GNQ,2017,5500
Equatorial Guinea,GNQ,2018,5510
Europe,,2014,0
Europe,,2015,97880
Europe,,2016,96444
Europe,,2017,106602
Europe,,2018,100450
"Europe, Western",,2015,97880
"Europe, Western",,2016,96444
"Europe, Western",,2017,106148
"Europe, Western",,2018,100000
European Union,,2015,97880
European Union,,2016,96444
European Union,,2017,106148
European Union,,2018,100000
Gabon,GAB,1961,1500
Gabon,GAB,1962,1500
Gabon,GAB,1963,1600
Gabon,GAB,1964,1900
Gabon,GAB,1965,2600
Gabon,GAB,1966,2400
Gabon,GAB,1967,2500
Gabon,GAB,1968,2900
Gabon,GAB,1969,2400
Gabon,GAB,1970,2200
Gabon,GAB,1971,2400
Gabon,GAB,1972,2400
Gabon,GAB,1973,2400
Gabon,GAB,1974,2500
Gabon,GAB,1975,2000
Gabon,GAB,1976,2000
Gabon,GAB,1977,1600
Gabon,GAB,1978,1400
Gabon,GAB,1979,1600
Gabon,GAB,1980,2000
Gabon,GAB,1981,1800
Gabon,GAB,1982,1800
Gabon,GAB,1983,3000
Gabon,GAB,1984,3200
Gabon,GAB,1985,3060
Gabon,GAB,1986,4500
Gabon,GAB,1987,4746
Gabon,GAB,1988,4616
Gabon,GAB,1989,2529
Gabon,GAB,1990,4324
Gabon,GAB,1991,6969
Gabon,GAB,1992,6848
Gabon,GAB,1993,8010
Gabon,GAB,1994,7576
Gabon,GAB,1995,7405
Gabon,GAB,1996,6721
Gabon,GAB,1997,7000
Gabon,GAB,1998,6400
Gabon,GAB,1999,6245
Gabon,GAB,2000,6316
Gabon,GAB,2001,6343
Gabon,GAB,2002,6672
Gabon,GAB,2003,6830
Gabon,GAB,2004,7081
Gabon,GAB,2005,7308
Gabon,GAB,2006,7605
Gabon,GAB,2007,6700
Gabon,GAB,2008,6728
Gabon,GAB,2009,4000
Gabon,GAB,2010,2800
Gabon,GAB,2011,3000
Gabon,GAB,2012,3200
Gabon,GAB,2013,3200
Gabon,GAB,2014,3150
Gabon,GAB,2015,3150
Gabon,GAB,2016,3150
Gabon,GAB,2017,3150
Gabon,GAB,2018,3150
Gambia,GMB,1961,1700
Gambia,GMB,1962,1800
Gambia,GMB,1963,1600
Gambia,GMB,1964,1700
Gambia,GMB,1965,2100
Gambia,GMB,1966,2100
Gambia,GMB,1967,2100
Gambia,GMB,1968,2100
Gambia,GMB,1969,2000
Gambia,GMB,1970,2000
Gambia,GMB,1971,2000
Gambia,GMB,1972,2000
Gambia,GMB,1973,2200
Gambia,GMB,1974,2500
Gambia,GMB,1975,2600
Gambia,GMB,1976,3000
Gambia,GMB,1977,3000
Gambia,GMB,1978,3000
Gambia,GMB,1979,3000
Gambia,GMB,1980,3000
Gambia,GMB,1981,3000
Gambia,GMB,1982,2500
Gambia,GMB,1983,2500
Gambia,GMB,1984,2500
Gambia,GMB,1985,2500
Gambia,GMB,1986,2500
Gambia,GMB,1987,2500
Gambia,GMB,1988,2500
Gambia,GMB,1989,2500
Gambia,GMB,1990,2732
Gambia,GMB,1991,2832
Gambia,GMB,1992,2984
Gambia,GMB,1993,3032
Gambia,GMB,1994,3075
Gambia,GMB,1995,3101
Gambia,GMB,1996,2916
Gambia,GMB,1997,2902
Gambia,GMB,1998,3065
Gambia,GMB,1999,3227
Gambia,GMB,2000,3182
Gambia,GMB,2001,3095
Gambia,GMB,2002,2000
Gambia,GMB,2003,2500
Gambia,GMB,2004,2753
Gambia,GMB,2005,2787
Gambia,GMB,2006,3077
Gambia,GMB,2007,2550
Gambia,GMB,2008,2500
Gambia,GMB,2009,2950
Gambia,GMB,2010,3000
Gambia,GMB,2011,3000
Gambia,GMB,2012,3000
Gambia,GMB,2013,3000
Gambia,GMB,2014,4200
Gambia,GMB,2015,4200
Gambia,GMB,2016,4200
Gambia,GMB,2017,4200
Gambia,GMB,2018,4200
Ghana,GHA,1961,23000
Ghana,GHA,1962,24000
Ghana,GHA,1963,25000
Ghana,GHA,1964,26000
Ghana,GHA,1965,27000
Ghana,GHA,1966,16000
Ghana,GHA,1967,18000
Ghana,GHA,1968,18000
Ghana,GHA,1969,18000
Ghana,GHA,1970,20000
Ghana,GHA,1971,20000
Ghana,GHA,1972,20000
Ghana,GHA,1973,20000
Ghana,GHA,1974,23000
Ghana,GHA,1975,24000
Ghana,GHA,1976,18000
Ghana,GHA,1977,21000
Ghana,GHA,1978,21000
Ghana,GHA,1979,21000
Ghana,GHA,1980,21000
Ghana,GHA,1981,21000
Ghana,GHA,1982,23000
Ghana,GHA,1983,20000
Ghana,GHA,1984,30000
Ghana,GHA,1985,42000
Ghana,GHA,1986,51300
Ghana,GHA,1987,51000
Ghana,GHA,1988,60000
Ghana,GHA,1989,78000
Ghana,GHA,1990,85000
Ghana,GHA,1991,90000
Ghana,GHA,1992,100000
Ghana,GHA,1993,95000
Ghana,GHA,1994,100000
Ghana,GHA,1995,102000
Ghana,GHA,1996,83680
Ghana,GHA,1997,92044
Ghana,GHA,1998,111370
Ghana,GHA,1999,110000
Ghana,GHA,2000,108000
Ghana,GHA,2001,108000
Ghana,GHA,2002,108000
Ghana,GHA,2003,108400
Ghana,GHA,2004,114000
Ghana,GHA,2005,117000
Ghana,GHA,2006,121000
Ghana,GHA,2007,122000
Ghana,GHA,2008,128000
Ghana,GHA,2009,130000
Ghana,GHA,2010,120000
Ghana,GHA,2011,122000
Ghana,GHA,2012,122000
Ghana,GHA,2013,120000
Ghana,GHA,2014,121000
Ghana,GHA,2015,123813
Ghana,GHA,2016,293160
Ghana,GHA,2017,293160
Ghana,GHA,2018,312530
Guatemala,GTM,1983,2138
Guatemala,GTM,1984,2333
Guatemala,GTM,1985,3581
Guatemala,GTM,1986,6600
Guatemala,GTM,1987,7920
Guatemala,GTM,1988,5800
Guatemala,GTM,1989,6200
Guatemala,GTM,1990,8000
Guatemala,GTM,1991,10000
Guatemala,GTM,1992,13000
Guatemala,GTM,1993,16000
Guatemala,GTM,1994,22000
Guatemala,GTM,1995,25400
Guatemala,GTM,1996,35600
Guatemala,GTM,1997,50000
Guatemala,GTM,1998,47000
Guatemala,GTM,1999,53000
Guatemala,GTM,2000,65000
Guatemala,GTM,2001,70100
Guatemala,GTM,2002,86000
Guatemala,GTM,2003,85000
Guatemala,GTM,2004,87000
Guatemala,GTM,2005,92000
Guatemala,GTM,2006,125000
Guatemala,GTM,2007,130000
Guatemala,GTM,2008,185000
Guatemala,GTM,2009,180000
Guatemala,GTM,2010,182000
Guatemala,GTM,2011,248000
Guatemala,GTM,2012,310000
Guatemala,GTM,2013,410000
Guatemala,GTM,2014,455000
Guatemala,GTM,2015,522000
Guatemala,GTM,2016,730000
Guatemala,GTM,2017,739000
Guatemala,GTM,2018,875000
Guinea,GIN,1961,22400
Guinea,GIN,1962,24200
Guinea,GIN,1963,27600
Guinea,GIN,1964,25800
Guinea,GIN,1965,31300
Guinea,GIN,1966,35000
Guinea,GIN,1967,37500
Guinea,GIN,1968,41300
Guinea,GIN,1969,42800
Guinea,GIN,1970,43800
Guinea,GIN,1971,44000
Guinea,GIN,1972,30000
Guinea,GIN,1973,40000
Guinea,GIN,1974,37000
Guinea,GIN,1975,40000
Guinea,GIN,1976,35000
Guinea,GIN,1977,37800
Guinea,GIN,1978,40600
Guinea,GIN,1979,40000
Guinea,GIN,1980,40000
Guinea,GIN,1981,40000
Guinea,GIN,1982,40000
Guinea,GIN,1983,40000
Guinea,GIN,1984,40000
